ProjectId,Benchmark (Y/N),ProjectedProjectStart,ProjectedDesignStart,ProjectedDesignCompletion,ProjectedConstructionStart,ProjectedConstructionCompletion,OrgProjectStart,OrgDesignStart,OrgDesignCompletion,OrgConstructionStart,OrgConstructionCompletion,ClientExtProjectStart,ClientExtOrgDesignStart,ClientExtOrgDesignCompletion,ClientExtOrgConstructionStart,ClientExtOrgConstructionCompletion,ActProjectStart,ActDesignStart,ActDesignCompletion,ActConstructionStart,ActConstructionCompletion,ClientExtBaseDesignCompletion,ClientExtBaseConstructionCompletion,DesignBaselineProjectStart,ConstructionBaselineProjectStart,DesignBaselineDesignStart,ConstructionBaselineDesignStart,OrgSchematicDesignCompletion,ProjectedSchematicDesignCompletion,ActSchematicDesignCompletion,DesignBaselineSchematicDesignCompletion,ConstructionBaselineSchematicDesignCompletion,OrgDesignDevelopmentCompletion,ProjectedDesignDevelopmentCompletion,ActDesignDevelopmentCompletion,DesignBaselineDesignDevelopmentCompletion,ConstructionBaselineDesignDevelopmentCompletion,DesignBaselineDesignCompletion,ConstructionBaselineDesignCompletion,DesignBaselineConstructionStart,ConstructionBaselineConstructionStart,DesignBaselineConstructionCompletion,ConstructionBaselineConstructionCompletion,OrgProjectCloseout,ProjectedProjectCloseout,ActProjectCloseout,DesignBaselineProjectCloseout,ConstructionBaselineProjectCloseout,CreatedDate,ModifiedDate
LNEA13STG,Y,2013-02-04 00:00:00.0000000 +00:00,2016-01-06 00:00:00.0000000 +00:00,2018-01-12 00:00:00.0000000 +00:00,2018-07-30 00:00:00.0000000 +00:00,2020-01-30 00:00:00.0000000 +00:00,2013-02-04 00:00:00.0000000 +00:00,2013-10-31 00:00:00.0000000 +00:00,2014-09-13 00:00:00.0000000 +00:00,2015-01-27 00:00:00.0000000 +00:00,2016-07-07 00:00:00.0000000 +00:00,2013-02-04 00:00:00.0000000 +00:00,2015-05-21 00:00:00.0000000 +00:00,2016-10-30 00:00:00.0000000 +00:00,2017-10-29 00:00:00.0000000 +00:00,2019-09-25 00:00:00.0000000 +00:00,2013-02-04 00:00:00.0000000 +00:00,2016-01-28 00:00:00.0000000 +00:00,,,,2018-08-28 00:00:00.0000000 +00:00,,2013-02-24 00:00:00.0000000 +00:00,,2016-01-28 00:00:00.0000000 +00:00,,,2016-11-01 00:00:00.0000000 +00:00,2016-11-01 00:00:00.0000000 +00:00,2016-11-01 00:00:00.0000000 +00:00,,,2017-06-07 00:00:00.0000000 +00:00,2017-06-07 00:00:00.0000000 +00:00,2017-06-07 00:00:00.0000000 +00:00,,2018-01-12 00:00:00.0000000 +00:00,,2018-07-30 00:00:00.0000000 +00:00,,2020-01-30 00:00:00.0000000 +00:00,,2021-06-06 00:00:00.0000000 +00:00,2021-05-11 00:00:00.0000000 +00:00,,2021-05-11 00:00:00.0000000 +00:00,,,2017-12-04 16:43:29.9661541 -05:00
LNEA13TNK,Y,2013-02-04 00:00:00.0000000 +00:00,2015-09-21 00:00:00.0000000 +00:00,2018-01-19 00:00:00.0000000 +00:00,2018-07-30 00:00:00.0000000 +00:00,2019-04-15 00:00:00.0000000 +00:00,2013-02-04 00:00:00.0000000 +00:00,2014-01-03 00:00:00.0000000 +00:00,2014-09-15 00:00:00.0000000 +00:00,2015-04-14 00:00:00.0000000 +00:00,2016-02-06 00:00:00.0000000 +00:00,2013-02-04 00:00:00.0000000 +00:00,2015-07-31 00:00:00.0000000 +00:00,2016-12-08 00:00:00.0000000 +00:00,2018-06-29 00:00:00.0000000 +00:00,2019-03-29 00:00:00.0000000 +00:00,2013-02-04 00:00:00.0000000 +00:00,2015-09-21 00:00:00.0000000 +00:00,,,,2017-12-28 00:00:00.0000000 +00:00,,2013-02-04 00:00:00.0000000 +00:00,,2015-09-21 00:00:00.0000000 +00:00,,,2016-01-11 00:00:00.0000000 +00:00,2016-01-11 00:00:00.0000000 +00:00,2016-01-11 00:00:00.0000000 +00:00,,,2016-05-05 00:00:00.0000000 +00:00,2016-05-05 00:00:00.0000000 +00:00,2016-05-05 00:00:00.0000000 +00:00,,2018-01-19 00:00:00.0000000 +00:00,,2018-07-30 00:00:00.0000000 +00:00,,2019-04-15 00:00:00.0000000 +00:00,,2018-02-05 00:00:00.0000000 +00:00,2020-01-15 00:00:00.0000000 +00:00,,2020-01-15 00:00:00.0000000 +00:00,,,2017-08-31 11:26:26.6414159 -04:00
LNEA14ECH,Y,2014-07-22 00:00:00.0000000 +00:00,2014-08-27 00:00:00.0000000 +00:00,2014-11-27 00:00:00.0000000 +00:00,2016-02-10 00:00:00.0000000 +00:00,2017-08-01 00:00:00.0000000 +00:00,2014-07-22 00:00:00.0000000 +00:00,2014-08-27 00:00:00.0000000 +00:00,2014-11-27 00:00:00.0000000 +00:00,2015-06-30 00:00:00.0000000 +00:00,2015-12-30 00:00:00.0000000 +00:00,2014-07-22 00:00:00.0000000 +00:00,2014-08-27 00:00:00.0000000 +00:00,2015-04-15 00:00:00.0000000 +00:00,2016-08-18 00:00:00.0000000 +00:00,2017-08-08 00:00:00.0000000 +00:00,2014-07-22 00:00:00.0000000 +00:00,2014-08-27 00:00:00.0000000 +00:00,2014-11-27 00:00:00.0000000 +00:00,2016-02-10 00:00:00.0000000 +00:00,2016-10-08 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-30 10:52:45.3689639 -05:00
LNEA14RTW,Y,2014-09-22 00:00:00.0000000 +00:00,2015-01-16 00:00:00.0000000 +00:00,2015-03-16 00:00:00.0000000 +00:00,2016-02-29 00:00:00.0000000 +00:00,2016-12-01 00:00:00.0000000 +00:00,2014-09-22 00:00:00.0000000 +00:00,2015-01-08 00:00:00.0000000 +00:00,2015-03-22 00:00:00.0000000 +00:00,2015-10-04 00:00:00.0000000 +00:00,2016-07-06 00:00:00.0000000 +00:00,2014-09-22 00:00:00.0000000 +00:00,2015-01-08 00:00:00.0000000 +00:00,2015-03-22 00:00:00.0000000 +00:00,2015-11-03 00:00:00.0000000 +00:00,2016-08-05 00:00:00.0000000 +00:00,2014-09-22 00:00:00.0000000 +00:00,2015-01-16 00:00:00.0000000 +00:00,2015-03-16 00:00:00.0000000 +00:00,2016-02-29 00:00:00.0000000 +00:00,2016-11-17 00:00:00.0000000 +00:00,2015-03-22 00:00:00.0000000 +00:00,2016-12-01 00:00:00.0000000 +00:00,2014-09-22 00:00:00.0000000 +00:00,2014-09-22 00:00:00.0000000 +00:00,2015-01-16 00:00:00.0000000 +00:00,2015-01-16 00:00:00.0000000 +00:00,2015-01-29 00:00:00.0000000 +00:00,2015-01-29 00:00:00.0000000 +00:00,2015-01-29 00:00:00.0000000 +00:00,2015-01-29 00:00:00.0000000 +00:00,2015-01-29 00:00:00.0000000 +00:00,2015-02-05 00:00:00.0000000 +00:00,2015-02-05 00:00:00.0000000 +00:00,2015-02-05 00:00:00.0000000 +00:00,2015-02-05 00:00:00.0000000 +00:00,2015-02-05 00:00:00.0000000 +00:00,2015-03-16 00:00:00.0000000 +00:00,2015-03-16 00:00:00.0000000 +00:00,2016-02-29 00:00:00.0000000 +00:00,2016-02-29 00:00:00.0000000 +00:00,2016-12-01 00:00:00.0000000 +00:00,2016-11-17 00:00:00.0000000 +00:00,2018-07-06 00:00:00.0000000 +00:00,2018-12-01 00:00:00.0000000 +00:00,,2018-12-01 00:00:00.0000000 +00:00,2018-12-01 00:00:00.0000000 +00:00,,2017-11-27 12:27:35.4762756 -05:00
LNEA14VNT,Y,2014-09-22 00:00:00.0000000 +00:00,2015-11-15 00:00:00.0000000 +00:00,2018-07-15 00:00:00.0000000 +00:00,2019-03-15 00:00:00.0000000 +00:00,2020-03-15 00:00:00.0000000 +00:00,2014-09-22 00:00:00.0000000 +00:00,2015-06-10 00:00:00.0000000 +00:00,2015-10-15 00:00:00.0000000 +00:00,2016-04-28 00:00:00.0000000 +00:00,2017-02-04 00:00:00.0000000 +00:00,2014-09-22 00:00:00.0000000 +00:00,2015-06-10 00:00:00.0000000 +00:00,2016-09-22 00:00:00.0000000 +00:00,2017-05-01 00:00:00.0000000 +00:00,2018-02-07 00:00:00.0000000 +00:00,2014-09-22 00:00:00.0000000 +00:00,2015-08-28 00:00:00.0000000 +00:00,,,,2019-06-19 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,,,,,,,,2019-02-04 00:00:00.0000000 +00:00,2021-03-15 00:00:00.0000000 +00:00,,,,,2017-08-31 11:27:49.2018100 -04:00
LNEAL15RT,Y,2014-12-09 00:00:00.0000000 +00:00,2015-06-24 00:00:00.0000000 +00:00,2018-01-15 00:00:00.0000000 +00:00,2018-09-01 00:00:00.0000000 +00:00,2019-07-01 00:00:00.0000000 +00:00,2014-11-26 00:00:00.0000000 +00:00,2015-08-01 00:00:00.0000000 +00:00,2015-12-06 00:00:00.0000000 +00:00,2016-06-19 00:00:00.0000000 +00:00,2017-03-28 00:00:00.0000000 +00:00,2014-11-26 00:00:00.0000000 +00:00,2015-08-24 00:00:00.0000000 +00:00,2017-07-12 00:00:00.0000000 +00:00,2018-01-02 00:00:00.0000000 +00:00,2018-10-11 00:00:00.0000000 +00:00,2014-12-09 00:00:00.0000000 +00:00,2015-06-24 00:00:00.0000000 +00:00,,,,2018-01-15 00:00:00.0000000 +00:00,,2014-12-09 00:00:00.0000000 +00:00,,2015-06-24 00:00:00.0000000 +00:00,,2015-09-01 00:00:00.0000000 +00:00,2016-12-09 00:00:00.0000000 +00:00,2016-12-09 00:00:00.0000000 +00:00,2016-12-09 00:00:00.0000000 +00:00,,2015-10-01 00:00:00.0000000 +00:00,2016-12-09 00:00:00.0000000 +00:00,2016-12-09 00:00:00.0000000 +00:00,2016-12-09 00:00:00.0000000 +00:00,,2017-12-01 00:00:00.0000000 +00:00,,2018-07-01 00:00:00.0000000 +00:00,,2019-07-01 00:00:00.0000000 +00:00,,2019-03-28 00:00:00.0000000 +00:00,2021-07-01 00:00:00.0000000 +00:00,,2021-07-01 00:00:00.0000000 +00:00,,,2017-09-19 10:55:53.7124396 -04:00
LNEM08AGL,Y,2008-01-07 00:00:00.0000000 +00:00,2009-10-28 00:00:00.0000000 +00:00,2012-03-16 00:00:00.0000000 +00:00,2012-08-21 00:00:00.0000000 +00:00,2015-06-03 00:00:00.0000000 +00:00,2008-01-07 00:00:00.0000000 +00:00,2009-10-27 00:00:00.0000000 +00:00,2012-03-15 00:00:00.0000000 +00:00,2012-08-21 00:00:00.0000000 +00:00,2013-03-19 00:00:00.0000000 +00:00,2008-01-07 00:00:00.0000000 +00:00,2009-10-27 00:00:00.0000000 +00:00,2012-03-15 00:00:00.0000000 +00:00,2012-08-21 00:00:00.0000000 +00:00,2015-06-03 00:00:00.0000000 +00:00,2008-01-07 00:00:00.0000000 +00:00,2009-10-28 00:00:00.0000000 +00:00,2012-03-16 00:00:00.0000000 +00:00,2012-08-21 00:00:00.0000000 +00:00,2015-06-03 00:00:00.0000000 +00:00,2012-03-16 00:00:00.0000000 +00:00,2015-06-03 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
LNEM08CLB,Y,2008-01-07 00:00:00.0000000 +00:00,2009-10-27 00:00:00.0000000 +00:00,2012-03-14 00:00:00.0000000 +00:00,2012-08-21 00:00:00.0000000 +00:00,2013-11-22 00:00:00.0000000 +00:00,2008-01-07 00:00:00.0000000 +00:00,2009-10-27 00:00:00.0000000 +00:00,2012-03-15 00:00:00.0000000 +00:00,2012-08-21 00:00:00.0000000 +00:00,2013-03-19 00:00:00.0000000 +00:00,2008-01-07 00:00:00.0000000 +00:00,2009-10-27 00:00:00.0000000 +00:00,2012-03-15 00:00:00.0000000 +00:00,2012-08-21 00:00:00.0000000 +00:00,2013-10-15 00:00:00.0000000 +00:00,2008-01-07 00:00:00.0000000 +00:00,2009-10-27 00:00:00.0000000 +00:00,2012-03-14 00:00:00.0000000 +00:00,2012-08-21 00:00:00.0000000 +00:00,2013-11-22 00:00:00.0000000 +00:00,2012-03-14 00:00:00.0000000 +00:00,2013-10-14 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
LNEM08EPH,Y,2008-01-07 00:00:00.0000000 +00:00,2009-10-27 00:00:00.0000000 +00:00,2012-03-15 00:00:00.0000000 +00:00,2012-08-21 00:00:00.0000000 +00:00,2013-11-26 00:00:00.0000000 +00:00,2008-01-07 00:00:00.0000000 +00:00,2009-10-27 00:00:00.0000000 +00:00,2012-03-15 00:00:00.0000000 +00:00,2012-08-21 00:00:00.0000000 +00:00,2013-11-26 00:00:00.0000000 +00:00,2008-01-07 00:00:00.0000000 +00:00,2009-10-27 00:00:00.0000000 +00:00,2012-03-15 00:00:00.0000000 +00:00,2012-08-21 00:00:00.0000000 +00:00,2013-11-26 00:00:00.0000000 +00:00,2008-01-07 00:00:00.0000000 +00:00,2009-10-27 00:00:00.0000000 +00:00,2012-03-14 00:00:00.0000000 +00:00,2012-08-21 00:00:00.0000000 +00:00,2013-11-21 00:00:00.0000000 +00:00,2012-03-14 00:00:00.0000000 +00:00,2013-11-26 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
LNEM08HUD,Y,2008-01-07 00:00:00.0000000 +00:00,2009-10-27 00:00:00.0000000 +00:00,2012-03-14 00:00:00.0000000 +00:00,2012-08-21 00:00:00.0000000 +00:00,2014-06-30 00:00:00.0000000 +00:00,2008-01-07 00:00:00.0000000 +00:00,2009-10-27 00:00:00.0000000 +00:00,2012-03-15 00:00:00.0000000 +00:00,2012-08-21 00:00:00.0000000 +00:00,2013-03-19 00:00:00.0000000 +00:00,2008-01-07 00:00:00.0000000 +00:00,2009-10-27 00:00:00.0000000 +00:00,2012-03-15 00:00:00.0000000 +00:00,2012-08-21 00:00:00.0000000 +00:00,2014-06-30 00:00:00.0000000 +00:00,2008-01-07 00:00:00.0000000 +00:00,2009-10-27 00:00:00.0000000 +00:00,2012-03-14 00:00:00.0000000 +00:00,2012-08-21 00:00:00.0000000 +00:00,2014-06-30 00:00:00.0000000 +00:00,2012-03-14 00:00:00.0000000 +00:00,2014-06-29 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
LNEM12MLB,Y,2012-02-01 00:00:00.0000000 +00:00,2013-07-13 00:00:00.0000000 +00:00,2015-04-21 00:00:00.0000000 +00:00,2018-09-15 00:00:00.0000000 +00:00,2019-09-15 00:00:00.0000000 +00:00,2012-02-01 00:00:00.0000000 +00:00,2013-02-01 00:00:00.0000000 +00:00,2013-11-01 00:00:00.0000000 +00:00,2014-06-15 00:00:00.0000000 +00:00,2015-03-15 00:00:00.0000000 +00:00,2012-02-01 00:00:00.0000000 +00:00,2013-04-23 00:00:00.0000000 +00:00,2015-01-10 00:00:00.0000000 +00:00,2017-06-25 00:00:00.0000000 +00:00,2018-06-22 00:00:00.0000000 +00:00,2012-02-01 00:00:00.0000000 +00:00,2013-04-23 00:00:00.0000000 +00:00,2015-04-21 00:00:00.0000000 +00:00,,,2015-03-29 00:00:00.0000000 +00:00,,2012-02-01 00:00:00.0000000 +00:00,,2013-04-23 00:00:00.0000000 +00:00,,2013-04-01 00:00:00.0000000 +00:00,2014-12-06 00:00:00.0000000 +00:00,2014-12-06 00:00:00.0000000 +00:00,2014-12-06 00:00:00.0000000 +00:00,,2013-06-01 00:00:00.0000000 +00:00,2014-12-06 00:00:00.0000000 +00:00,2014-12-06 00:00:00.0000000 +00:00,2014-12-06 00:00:00.0000000 +00:00,,2015-04-21 00:00:00.0000000 +00:00,,2018-09-15 00:00:00.0000000 +00:00,,2019-09-15 00:00:00.0000000 +00:00,,2017-03-15 00:00:00.0000000 +00:00,2021-09-15 00:00:00.0000000 +00:00,,2021-09-15 00:00:00.0000000 +00:00,,,
LNEM13ALL,Y,2013-05-30 00:00:00.0000000 +00:00,2014-12-16 00:00:00.0000000 +00:00,2015-11-19 00:00:00.0000000 +00:00,2016-09-06 00:00:00.0000000 +00:00,2017-12-30 00:00:00.0000000 +00:00,2013-05-30 00:00:00.0000000 +00:00,2014-03-24 00:00:00.0000000 +00:00,2015-03-20 00:00:00.0000000 +00:00,2015-12-06 00:00:00.0000000 +00:00,2017-01-13 00:00:00.0000000 +00:00,2013-05-30 00:00:00.0000000 +00:00,2014-12-16 00:00:00.0000000 +00:00,2015-11-19 00:00:00.0000000 +00:00,2016-09-06 00:00:00.0000000 +00:00,2017-09-08 00:00:00.0000000 +00:00,2013-05-30 00:00:00.0000000 +00:00,2014-12-16 00:00:00.0000000 +00:00,2015-12-19 00:00:00.0000000 +00:00,2016-06-28 00:00:00.0000000 +00:00,,2015-11-20 00:00:00.0000000 +00:00,2017-06-30 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-29 09:38:23.2715539 -05:00
LNEM13EDW,Y,2013-05-30 00:00:00.0000000 +00:00,2014-12-16 00:00:00.0000000 +00:00,2015-11-19 00:00:00.0000000 +00:00,2016-09-06 00:00:00.0000000 +00:00,2017-07-30 00:00:00.0000000 +00:00,2013-05-30 00:00:00.0000000 +00:00,2014-03-25 00:00:00.0000000 +00:00,2015-03-21 00:00:00.0000000 +00:00,2015-12-07 00:00:00.0000000 +00:00,2017-01-14 00:00:00.0000000 +00:00,2013-05-30 00:00:00.0000000 +00:00,2014-12-16 00:00:00.0000000 +00:00,2015-11-19 00:00:00.0000000 +00:00,2016-05-24 00:00:00.0000000 +00:00,2017-01-03 00:00:00.0000000 +00:00,2013-05-30 00:00:00.0000000 +00:00,2014-12-16 00:00:00.0000000 +00:00,2015-12-19 00:00:00.0000000 +00:00,2016-06-28 00:00:00.0000000 +00:00,2017-06-30 00:00:00.0000000 +00:00,2015-11-20 00:00:00.0000000 +00:00,2017-02-07 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-05 16:55:54.1201986 -05:00
LNEM13JMK,Y,2013-05-30 00:00:00.0000000 +00:00,2015-09-20 00:00:00.0000000 +00:00,2016-10-07 00:00:00.0000000 +00:00,2017-11-06 00:00:00.0000000 +00:00,2018-08-27 00:00:00.0000000 +00:00,2013-05-30 00:00:00.0000000 +00:00,2014-03-25 00:00:00.0000000 +00:00,2015-03-21 00:00:00.0000000 +00:00,2015-12-07 00:00:00.0000000 +00:00,2017-01-14 00:00:00.0000000 +00:00,2013-05-30 00:00:00.0000000 +00:00,2014-12-22 00:00:00.0000000 +00:00,2015-12-29 00:00:00.0000000 +00:00,2016-12-27 00:00:00.0000000 +00:00,2018-03-23 00:00:00.0000000 +00:00,2013-05-30 00:00:00.0000000 +00:00,2014-12-22 00:00:00.0000000 +00:00,2015-12-29 00:00:00.0000000 +00:00,,,2016-01-09 00:00:00.0000000 +00:00,2018-07-26 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,,,,,,,2019-01-14 00:00:00.0000000 +00:00,2019-03-26 00:00:00.0000000 +00:00,,,,,2017-10-31 16:39:00.0037199 -04:00
LNEM13MSH,Y,2013-05-30 00:00:00.0000000 +00:00,2014-12-16 00:00:00.0000000 +00:00,2015-12-19 00:00:00.0000000 +00:00,2016-09-06 00:00:00.0000000 +00:00,2017-05-25 00:00:00.0000000 +00:00,2013-05-30 00:00:00.0000000 +00:00,2014-03-25 00:00:00.0000000 +00:00,2015-03-21 00:00:00.0000000 +00:00,2015-12-07 00:00:00.0000000 +00:00,2017-01-14 00:00:00.0000000 +00:00,2013-05-30 00:00:00.0000000 +00:00,2014-12-16 00:00:00.0000000 +00:00,2015-12-19 00:00:00.0000000 +00:00,2016-09-06 00:00:00.0000000 +00:00,2017-04-18 00:00:00.0000000 +00:00,2013-05-30 00:00:00.0000000 +00:00,2014-12-16 00:00:00.0000000 +00:00,2015-12-19 00:00:00.0000000 +00:00,2016-06-28 00:00:00.0000000 +00:00,2017-05-25 00:00:00.0000000 +00:00,2015-12-19 00:00:00.0000000 +00:00,2017-02-07 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-29 12:28:50.5450832 -05:00
LNEM13SPV,Y,2013-05-30 00:00:00.0000000 +00:00,2014-12-16 00:00:00.0000000 +00:00,2015-12-27 00:00:00.0000000 +00:00,2016-09-06 00:00:00.0000000 +00:00,2017-07-12 00:00:00.0000000 +00:00,2013-05-30 00:00:00.0000000 +00:00,2014-03-25 00:00:00.0000000 +00:00,2015-03-21 00:00:00.0000000 +00:00,2015-12-07 00:00:00.0000000 +00:00,2017-01-14 00:00:00.0000000 +00:00,2013-05-30 00:00:00.0000000 +00:00,2014-12-16 00:00:00.0000000 +00:00,2015-12-27 00:00:00.0000000 +00:00,2016-09-06 00:00:00.0000000 +00:00,2017-04-24 00:00:00.0000000 +00:00,2013-05-30 00:00:00.0000000 +00:00,2014-12-16 00:00:00.0000000 +00:00,2015-12-19 00:00:00.0000000 +00:00,2016-06-28 00:00:00.0000000 +00:00,2017-06-30 00:00:00.0000000 +00:00,2015-12-27 00:00:00.0000000 +00:00,2017-02-13 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-29 12:33:24.8475034 -05:00
LNEM13VNE,Y,2013-05-30 00:00:00.0000000 +00:00,2014-12-16 00:00:00.0000000 +00:00,2015-12-19 00:00:00.0000000 +00:00,2016-09-06 00:00:00.0000000 +00:00,2017-08-15 00:00:00.0000000 +00:00,2013-05-30 00:00:00.0000000 +00:00,2014-03-25 00:00:00.0000000 +00:00,2015-03-21 00:00:00.0000000 +00:00,2015-12-07 00:00:00.0000000 +00:00,2017-01-14 00:00:00.0000000 +00:00,2013-05-30 00:00:00.0000000 +00:00,2014-12-16 00:00:00.0000000 +00:00,2015-12-19 00:00:00.0000000 +00:00,2016-09-06 00:00:00.0000000 +00:00,2017-07-18 00:00:00.0000000 +00:00,2013-05-30 00:00:00.0000000 +00:00,2014-12-16 00:00:00.0000000 +00:00,2015-12-19 00:00:00.0000000 +00:00,2016-06-28 00:00:00.0000000 +00:00,2017-08-15 00:00:00.0000000 +00:00,2015-12-19 00:00:00.0000000 +00:00,2017-05-09 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-05 17:14:26.5532927 -05:00
LNEM14HUG,Y,2014-09-01 00:00:00.0000000 +00:00,2014-10-23 00:00:00.0000000 +00:00,2014-12-11 00:00:00.0000000 +00:00,2016-01-07 00:00:00.0000000 +00:00,2017-02-06 00:00:00.0000000 +00:00,2014-09-01 00:00:00.0000000 +00:00,2014-11-08 00:00:00.0000000 +00:00,2015-08-05 00:00:00.0000000 +00:00,2016-02-25 00:00:00.0000000 +00:00,2016-07-31 00:00:00.0000000 +00:00,2014-09-01 00:00:00.0000000 +00:00,2014-11-08 00:00:00.0000000 +00:00,2015-08-05 00:00:00.0000000 +00:00,2016-05-12 00:00:00.0000000 +00:00,2017-02-14 00:00:00.0000000 +00:00,2014-09-01 00:00:00.0000000 +00:00,2014-10-23 00:00:00.0000000 +00:00,2014-12-11 00:00:00.0000000 +00:00,2016-01-07 00:00:00.0000000 +00:00,2016-10-27 00:00:00.0000000 +00:00,2015-07-20 00:00:00.0000000 +00:00,2016-10-09 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
LNEM14JPK,Y,2014-09-01 00:00:00.0000000 +00:00,2014-10-16 00:00:00.0000000 +00:00,2015-01-20 00:00:00.0000000 +00:00,2016-10-19 00:00:00.0000000 +00:00,2017-08-01 00:00:00.0000000 +00:00,2014-09-01 00:00:00.0000000 +00:00,2014-12-08 00:00:00.0000000 +00:00,2015-06-06 00:00:00.0000000 +00:00,2015-12-27 00:00:00.0000000 +00:00,2016-06-01 00:00:00.0000000 +00:00,2014-09-01 00:00:00.0000000 +00:00,2014-12-08 00:00:00.0000000 +00:00,2015-06-06 00:00:00.0000000 +00:00,2016-09-15 00:00:00.0000000 +00:00,2016-07-20 00:00:00.0000000 +00:00,2014-09-01 00:00:00.0000000 +00:00,2014-10-16 00:00:00.0000000 +00:00,2015-01-20 00:00:00.0000000 +00:00,2016-10-19 00:00:00.0000000 +00:00,2016-11-16 00:00:00.0000000 +00:00,2015-06-06 00:00:00.0000000 +00:00,2017-08-01 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
LNEM14NDP,Y,2014-09-15 00:00:00.0000000 +00:00,2015-06-25 00:00:00.0000000 +00:00,2017-06-12 00:00:00.0000000 +00:00,2017-12-19 00:00:00.0000000 +00:00,2018-07-13 00:00:00.0000000 +00:00,2014-09-15 00:00:00.0000000 +00:00,2014-09-15 00:00:00.0000000 +00:00,2015-12-24 00:00:00.0000000 +00:00,2016-07-30 00:00:00.0000000 +00:00,2017-07-31 00:00:00.0000000 +00:00,2014-09-15 00:00:00.0000000 +00:00,2015-06-03 00:00:00.0000000 +00:00,2017-08-27 00:00:00.0000000 +00:00,2018-06-19 00:00:00.0000000 +00:00,2018-04-22 00:00:00.0000000 +00:00,2014-09-15 12:00:00.0000000 +00:00,2015-06-25 12:00:00.0000000 +00:00,2017-06-12 00:00:00.0000000 +00:00,,,2022-05-16 00:00:00.0000000 +00:00,,2014-09-15 12:00:00.0000000 +00:00,,2015-06-25 12:00:00.0000000 +00:00,,2014-12-30 00:00:00.0000000 +00:00,2015-09-02 00:00:00.0000000 +00:00,2015-09-02 00:00:00.0000000 +00:00,2015-09-02 00:00:00.0000000 +00:00,,2015-06-25 00:00:00.0000000 +00:00,2016-10-26 00:00:00.0000000 +00:00,2016-10-26 00:00:00.0000000 +00:00,2016-10-26 00:00:00.0000000 +00:00,,2017-06-12 00:00:00.0000000 +00:00,,2017-12-09 00:00:00.0000000 +00:00,,2018-07-13 00:00:00.0000000 +00:00,,2019-07-31 00:00:00.0000000 +00:00,2020-07-13 00:00:00.0000000 +00:00,,2020-07-13 00:00:00.0000000 +00:00,,,2017-08-31 11:43:20.9615038 -04:00
LNEM14WKF,Y,2014-06-03 00:00:00.0000000 +00:00,2015-05-04 00:00:00.0000000 +00:00,2015-08-11 00:00:00.0000000 +00:00,2016-05-05 00:00:00.0000000 +00:00,2017-12-29 00:00:00.0000000 +00:00,2014-06-03 00:00:00.0000000 +00:00,2014-12-16 00:00:00.0000000 +00:00,2015-11-27 00:00:00.0000000 +00:00,2016-04-25 00:00:00.0000000 +00:00,2016-09-23 00:00:00.0000000 +00:00,2014-06-03 00:00:00.0000000 +00:00,2015-05-04 00:00:00.0000000 +00:00,2015-10-16 00:00:00.0000000 +00:00,2016-06-25 00:00:00.0000000 +00:00,2017-10-20 00:00:00.0000000 +00:00,2014-06-03 00:00:00.0000000 +00:00,2015-05-04 00:00:00.0000000 +00:00,2015-12-10 00:00:00.0000000 +00:00,2016-06-11 00:00:00.0000000 +00:00,,2015-08-12 00:00:00.0000000 +00:00,2017-10-14 00:00:00.0000000 +00:00,2014-06-03 00:00:00.0000000 +00:00,2014-06-03 00:00:00.0000000 +00:00,2015-05-04 00:00:00.0000000 +00:00,2015-05-04 00:00:00.0000000 +00:00,,,,,,,,,,,2015-12-10 00:00:00.0000000 +00:00,2015-12-10 00:00:00.0000000 +00:00,2016-06-11 00:00:00.0000000 +00:00,2016-06-11 00:00:00.0000000 +00:00,2017-12-29 00:00:00.0000000 +00:00,2017-12-29 00:00:00.0000000 +00:00,,2018-12-29 00:00:00.0000000 +00:00,,2018-12-29 00:00:00.0000000 +00:00,2018-12-29 00:00:00.0000000 +00:00,,
